"설치장소명","설치장소상세","설치시도명","설치시군구명","설치시설구분","서비스제공사명","와이파이SSID","설치년월","소재지도로명주소","소재지지번주소","관리기관명","관리기관전화번호","위도","경도","데이터기준일자"
"오남초등학교","버스승강장(23404)","경기도","남양주시","교통시설","KT","namyangju_wifi_104","2015-03","경기도 남양주시 진건오남로 801","경기도 남양주시 오남읍 양지리 100-6","경기도 남양주시청","031-590-8151","37.694317","127.213621","2017-04-17"
"오남초등학교","버스승강장(23401)","경기도","남양주시","교통시설","KT","namyangju_wifi_105","2015-03","경기도 남양주시 진건오남로 804","경기도 남양주시 오남읍 양지리 97","경기도 남양주시청","031-590-8151","37.694301","127.213066","2017-04-17"
"오남읍사무소_농협","버스승강장(23344)","경기도","남양주시","교통시설","KT","namyangju_wifi_106","2015-03","경기도 남양주시 진건오남로 698","경기도 남양주시 오남읍 오남리 132-2 오남초교","경기도 남양주시청","031-590-8151","37.698411","127.202611","2017-04-17"
"진접농협","버스승강장(23234)","경기도","남양주시","교통시설","KT","namyangju_wifi_108","2015-03","경기도 남양주시 진건오남로 55-1","경기도 남양주시 오남읍 오남리 531-7","경기도 남양주시청","031-590-8151","37.719181","127.183538","2017-04-17"
"진접농협","버스승강장(23235)","경기도","남양주시","교통시설","KT","namyangju_wifi_109","2015-03","경기도 남양주시 진건오남로 556","경기도 남양주시 오남읍 오남리346-4","경기도 남양주시청","031-590-8151","37.719394","127.183563","2017-04-17"
"장현초교_대명아파트","버스승강장(23226)","경기도","남양주시","교통시설","KT","namyangju_wifi_110","2015-03","경기도 남양주시 퇴계원로 71","경기도 남양주시 퇴계원면 퇴계원리 278-2","경기도 남양주시청","031-590-8151","37.717681","127.181687","2017-04-17"
"봉현마을_광동중고","버스승강장(49149)","경기도","남양주시","교통시설","KT","namyangju_wifi_111","2015-03","경기도 남양주시 퇴계원로 62","경기도 남양주시 퇴계원면 퇴계원리 267-9","경기도 남양주시청","031-590-8151","37.715628","127.179104","2017-04-17"
"금곡동구종점","버스승강장(23393)","경기도","남양주시","교통시설","KT","namyangju_wifi_113","2015-03","경기도 남양주시 경춘북로 546","경기도 남양주시 퇴계원면 퇴계원리 224-9","경기도 남양주시청","031-590-8151","37.634627","127.211326","2017-04-17"
"금곡동구종점","버스승강장(23389)","경기도","남양주시","교통시설","KT","namyangju_wifi_114","2015-03","경기도 남양주시 늘을2로 7","경기도 남양주시 평내동 159-2","경기도 남양주시청","031-590-8151","37.634501","127.210934","2017-04-17"
"사능입구_금곡우체국","버스승강장(23373)","경기도","남양주시","교통시설","KT","namyangju_wifi_115","2015-03","경기도 남양주시 늘을2로 8","경기도 남양주시 평내동 11","경기도 남양주시청","031-590-8151","37.634041","127.207704","2017-04-17"
"송라초교_신명아파트","버스승강장(23909)","경기도","남양주시","교통시설","KT","namyangju_wifi_120","2015-03","경기도 남양주시 경춘로 1241","경기도 남양주시 평내동 441-56","경기도 남양주시청","031-590-8151","37.655868","127.301284","2017-04-17"
"도농역_동화중고교","버스승강장(23925)","경기도","남양주시","교통시설","KT","namyangju_wifi_117","2015-03","경기도 남양주시 늘을2로 27","경기도 남양주시 호평동 53-5","경기도 남양주시청","031-590-8151","37.607718","127.161193","2017-04-17"
"지금동주민센터_양정초교","버스승강장(23924)","경기도","남양주시","교통시설","KT","namyangju_wifi_119","2015-03","경기도 남양주시 경춘로 1298","경기도 남양주시 평내동 202-11","경기도 남양주시청","031-590-8151","37.610712","127.166861","2017-04-17"
