"설치장소명",설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
"화서2동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 팔달구 화산로6번길 6(화서동),경기도 수원시 팔달구 화서동 689-1,경기도 수원시청,031-228-2299,37.2850898,126.986283,2018-02-28
"지동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 팔달구 팔달문로115번길 5(지동),경기도 수원시 팔달구 지동 479,경기도 수원시청,031-228-2299,37.2820381,127.0284703,2018-02-28
"우만1동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 팔달구 경수대로656번길 37-17(우만동),경기도 수원시 팔달구 우만동 245,경기도 수원시청,031-228-2299,37.2914251,127.0350465,2018-02-28
"우만2동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 팔달구 중부대로207번길 33(우만동),경기도 수원시 팔달구 우만동 108-3,경기도 수원시청,031-228-2299,37.2780017,127.0397805,2018-02-28
"영통구청 종합민원실",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 영통구 효원로 407(매탄동),경기도 수원시 영통구 매탄동 1268,경기도 수원시청,031-228-2299,37.259601,127.0465076,2018-02-28
"매탄1동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 영통구 인계로189번길 119(매탄동),경기도 수원시 영통구 매탄동 176-4,경기도 수원시청,031-228-2299,37.2705012,127.0405297,2018-02-28
"매탄3동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 영통구 동탄원천로881번길 76(매탄동),경기도 수원시 영통구 매탄동 1279-1,경기도 수원시청,031-228-2299,37.2564477,127.0431059,2018-02-28
"매탄4동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 영통구 산남로 26-4(매탄동),경기도 수원시 영통구 매탄동 232-2,경기도 수원시청,031-228-2299,37.2651207,127.0487071,2018-02-28
"광교1동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 영통구 도청로89번길 20(이의동),경기도 수원시 영통구 이의동 1350,경기도 수원시청,031-228-2299,37.290181,127.047397,2018-02-28
"영통1동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 영통구 봉영로1759번길 23(영통동),경기도 수원시 영통구 영통동 947-6,경기도 수원시청,031-228-2299,37.2663432,127.0805545,2018-02-28
"영통2동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 영통구 영통로217번길 12(영통동),경기도 수원시 영통구 영통동 977-3,경기도 수원시청,031-228-2299,37.2469631,127.0563236,2018-02-28
"수원시립아이파크미술관",실내,경기도,수원시,지역문화시설,KT,IPARK_Museum,2016-03,경기도 수원시 팔달구 정조로 833,경기도 수원시 팔달구 신?동 238-1,경기도 수원시청,031-228-2299,37.2827036,127.015823,2018-02-28
"경기도청",민원실,경기도,수원시,관공서,LGU+,Public WiFi Free,2012-03,경기도 수원시 팔달구 효원로 1(매산로 3가),경기도 수원시 팔달구 매산로3가,경기도 수원시청,031-228-2299,37.274667,127.009621,2018-02-28
"광교2동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 영통구 법조로 149번길 155(하동),경기도 수원시 영통구 하동 976,경기도 수원시청,031-228-2299,37.2922565,127.0701028,2018-02-28
"경기도의회사무처",사무실,경기도,수원시,관공서,KT,Public WiFi Free,2012-03,경기도 수원시 팔달구 효원로 1(매산로 3가),경기도 수원시 팔달구 매산로3가,경기도 수원시청,031-228-2299,37.274667,127.009621,2018-02-28
"수원우편집중국",민원실,경기도,수원시,관공서,KT,Public WiFi Free,2012-03,경기도 수원시 영통구 청명남로 57(영통동),경기도 수원시 영통구 영통동 912-2,경기도 수원시청,031-228-2299,37.2542829,127.0762131,2018-02-28
"경기도문화의전당",실내,경기도,수원시,지역문화시설,KT,Public WiFi Free,2013-03,경기도 수원시 팔달구 효원로 307번길 20,경기도 수원시 팔달구 인계동 1117,경기도 수원시청,031-228-2299,37.2615819,127.0375714,2018-02-28
"시청 종합민원실",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 팔달구 효원로 241(인계동),경기도 수원시 팔달구 인계동 1111,경기도 수원시청,031-228-2299,37.2634549,127.0286617,2018-02-28
"장안구청 종합민원실",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 장안구 송원로 101(조원동),경기도 수원시 장안구 조원동 888,경기도 수원시청,031-228-2299,37.3033813,127.0096236,2018-02-28
"파장동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 장안구 파장천로 60(파장동),경기도 수원시 장안구 파장동 381,경기도 수원시청,031-228-2299,37.3103196,126.997419,2018-02-28
"율천동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 장안구 서부로2106번길 27(율전동),경기도 수원시 장안구 율전동 433-2,경기도 수원시청,031-228-2299,37.2976152,126.9714246,2018-02-28
"정자2동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 장안구 송정로24번길 34(정자동),경기도 수원시 장안구 정자동 32-7,경기도 수원시청,031-228-2299,37.2950777,127.0004376,2018-02-28
"정자3동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 장안구 대평로 85(정자동),경기도 수원시 장안구 정자동 879-4,경기도 수원시청,031-228-2299,37.295701,126.9925834,2018-02-28
"송죽동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 장안구 송원로41번길 16-21(송죽동),경기도 수원시 장안구 송죽동 502-1,경기도 수원시청,031-228-2299,37.3005378,127.0070471,2018-02-28
"조원1동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 장안구 금당로 56(조원동),경기도 수원시 장안구 조원동 735,경기도 수원시청,031-228-2299,37.3017983,127.0164992,2018-02-28
"연무동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 장안구 경수대로 757(연무동),경기도 수원시 장안구 연무동 181-1,경기도 수원시청,031-228-2299,37.2905597,127.0215311,2018-02-28
"권선구청 종합민원실",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 권선구 호매실로 12(탑동),경기도 수원시 권선구 탑동 900,경기도 수원시청,031-228-2299,37.2576343,126.9718996,2018-02-28
"세류2동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 권선구 덕영대로 1107(세류동),경기도 수원시 권선구 세류동 980-1,경기도 수원시청,031-228-2299,37.253366,127.0130755,2018-02-28
"세류3동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 권선구 정조로 557(세류동),경기도 수원시 권선구 세류동 476-11,경기도 수원시청,031-228-2299,37.2590463,127.0119447,2018-02-28
"서둔동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 권선구 서호로 146(서둔동),경기도 수원시 권선구 서둔동 207-13,경기도 수원시청,031-228-2299,37.2726014,126.9860688,2018-02-28
"구운동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 권선구 구운로47번길 57-33(구운동),경기도 수원시 권선구 구운동 965,경기도 수원시청,031-228-2299,37.2771184,126.9714684,2018-02-28
"금곡동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 권선구 금곡로196번길 20 (금곡동),경기도 수원시 권선구 금곡동 1119-4,경기도 수원시청,031-228-2299,37.2727295,126.952191,2018-02-28
"호매실동 주민센터",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2013-03,경기도 수원시 권선구 칠보로 161(호매실동),경기도 수원시 권선구 호매실동 1367,경기도 수원시청,031-228-2299,37.2662294,126.9570464,2018-02-28
"장안구보건소",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2016-03,경기도 수원시 장안구 송원로 101(조원동),경기도 수원시 장안구 조원동 888,경기도 수원시청,031-228-2299,37.3033813,127.0096236,2018-02-28
"팔달구보건소",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2016-03,경기도 수원시 팔달구 팔달산로 6(교동),경기도 수원시 팔달구 교동 56-1,경기도 수원시청,031-228-2299,37.2714986,127.0125194,2018-02-28
"영통구보건소",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2016-03,경기도 수원시 영통구 영통로 396(영통동),경기도 수원시 영통구 영통동 961-18,경기도 수원시청,031-228-2299,37.2568819,127.0697092,2018-02-28
"차량등록사업소",민원실,경기도,수원시,관공서,KT,PublicWiFi@Suwon,2016-03,경기도 수원시 권선구 서부로 1600(고색동),경기도 수원시 권선구 고색동 886-70,경기도 수원시청,031-228-2299,37.2523949,126.9764193,2018-02-28
"시민상가",거리,경기도,수원시,편의시설,SKT,Public WiFi Free,2013-05,경기도 수원시 팔달구 팔달문로10번길 28(영동),경기도 수원시 팔달구 영동10-8,경기도 수원시청,031-228-2299,37.2763455,127.0182572,2018-02-28
"지동시장 B동(곱창타운)",실내,경기도,수원시,편의시설,SKT,Public WiFi Free,2013-05,경기도 수원시 팔달구 팔달문로 20(지동),경기도 수원시 팔달구 지동 402,경기도 수원시청,031-228-2299,37.277513,127.0195744,2018-02-28
"못골종합시장",거리,경기도,수원시,편의시설,LGU+,Public WiFi Free,2013-05,경기도 수원시 팔달구 수원천로258번길 10-12(지동),경기도 수원시 팔달구 지동 387-1,경기도 수원시청,031-228-2299,37.2760279,127.0207737,2018-02-28
"남문로데오시장",거리,경기도,수원시,편의시설,KT,Public WiFi Free,2013-05,경기도 수원시 팔달구 행궁로 92(교동),경기도 수원시 팔달구 교동 3-3,경기도 수원시청,031-228-2299,37.2744105,127.0153973,2018-02-28
"팔달문시장",거리,경기도,수원시,편의시설,KT,Public WiFi Free,2014-05,경기도 수원시 팔달구 정조로776번길 8,경기도 수원시 팔달구 팔달로3가 25-1,경기도 수원시청,031-228-2299,37.2771241,127.0175538,2018-02-28
"조원시장",거리,경기도,수원시,편의시설,KT,Public WiFi Free,2014-05,경기도 수원시 장안구 조원로89번길 13,경기도 수원시 장안구 조원동 742-23,경기도 수원시청,031-228-2299,37.3003568,127.0153936,2018-02-28
"구매탄시장",거리,경기도,수원시,편의시설,LGU+,Public WiFi Free,2014-05,경기도 수원시 영통구 매여울로 53번길 28(매탄동),경기도 수원시 팔달구 우만동 89-8,경기도 수원시청,031-228-2299,37.275328,127.042001,2018-02-28
"파장시장",거리,경기도,수원시,편의시설,LGU+,Public WiFi Free,2014-05,경기도 수원시 장안구 파장로68번길 36(파장동),경기도 수원시 장안구 파장동 573-41,경기도 수원시청,031-228-2299,37.3074974,126.9925281,2018-02-28
"장안문거북시장",거리,경기도,수원시,편의시설,KT,Public WiFi Free,2014-05,경기도 수원시 장안구 수성로364번길 53(영화동),경기도 수원시 장안구 영화동 274-19,경기도 수원시청,031-228-2299,37.2913791,127.0133798,2018-02-28
"만석공원",실외,경기도,수원시,기타,KT,Public WiFi Free,2013-05,경기도 수원시 장안구 정조로 1087(송죽동),경기도 수원시 장안구 송죽동 434,경기도 수원시청,031-228-2299,37.3017886,127.0025536,2018-02-28
"샘내공원",실외,경기도,수원시,기타,KT,Public WiFi Free,2013-05,경기도 수원시 장안구 만석로5번길 21(천천동),경기도 수원시 장안구 천천동 520,경기도 수원시청,031-228-2299,37.2957647,126.9819051,2018-02-28
"서호공원",실외,경기도,수원시,기타,KT,Public WiFi Free,2013-05,,경기도 수원시 팔달구 화서동 436-1,경기도 수원시청,031-228-2299,37.2781557,126.9887875,2018-02-28
"광교오토캠핑장",실외,경기도,수원시,기타,SKT,Public WiFi Free,2013-05,경기도 수원시 영통구 광교호수공원로 102(하동),경기도 수원시 영통구 하동 1023,경기도 수원시청,031-228-2299,37.2750791,127.0638043,2018-02-28
"버드내노인복지관",실내,경기도,수원시,서민·복지시설,SKT,Public WiFi Free,2013-05,경기도 수원시 권선구 권선로 564번길 36,경기도 수원시 권선구 세류동 483-0,경기도 수원시청,031-228-2299,37.2611295,127.0120758,2018-02-28
SK청솔노인복지관,실내,경기도,수원시,서민·복지시설,SKT,Public WiFi Free,2013-05,경기도 수원시 장안구 장안로 174(정자동),경기도 수원시 장안구 정자동 286,경기도 수원시청,031-228-2299,37.2990242,126.9973969,2018-02-28
"한사랑복지센터-(사)작은행동한사랑-장애처리",실내,경기도,수원시,서민·복지시설,SKT,Public WiFi Free,2013-05,경기도 수원시 장안구 수성로258번길 31(영화동),경기도 수원시 장안구 영화동 400-9,경기도 수원시청,031-228-2299,37.2887344,127.0019577,2018-02-28
"사랑을나누는집-장애처리",실내,경기도,수원시,서민·복지시설,SKT,Public WiFi Free,2013-05,경기도 수원시 장안구 수성로304번길 35-23(영화동),경기도 수원시 장안구 영화동 408-14호,경기도 수원시청,031-228-2299,37.2903921,127.0072763,2018-02-28
"경동원",실내,경기도,수원시,서민·복지시설,SKT,Public WiFi Free,2013-05,경기도 수원시 장안구 광교산로374번길 55(하광교동),경기도 수원시 장안구 하광교동43-2,경기도 수원시청,031-228-2299,37.3185533,127.0203883,2018-02-28
"경기도아동상담소",실내,경기도,수원시,서민·복지시설,SKT,Public WiFi Free,2013-05,경기도 수원시 장안구 팔달로 294(영화동),경기도 수원시 장안구 영화동127-43,경기도 수원시청,031-228-2299,37.2905785,127.0166502,2018-02-28
"아주대학교병원 장례식장",실내,경기도,수원시,서민·복지시설,KT,Public WiFi Free,2013-05,경기도 수원시 영통구 광교중앙로49번길 46,경기도 수원시 영통구 원천동 산5-1,경기도 수원시청,031-228-2299,37.2809354,127.0496013,2018-02-28
"꿈을키우는집-장애처리",실내,경기도,수원시,서민·복지시설,SKT,Public WiFi Free,2013-05,경기도 수원시 장안구 송정로90번길 33-2(정자동),경기도 수원시 장안구 정자동 7-12,경기도 수원시청,031-228-2299,37.2943097,127.0082285,2018-02-28
"중앙도서관",실내,경기도,수원시,교육시설,SKT,Public WiFi Free,2013-03,경기도 수원시 팔달구 팔달산로 318(교동),경기도 수원시 팔달구 교동 3-3,경기도 수원시청,031-228-2299,37.2735819,127.0121319,2018-02-28
"태장마루도서관",실내,경기도,수원시,교육시설,SKT,T Free WiFi Zone,2013-03,경기도 수원시 영통구 태장로 46(망포동),경기도 수원시 영통구 망포동 234-44,경기도 수원시청,031-228-2299,37.2386687,127.0510026,2018-02-28
"지혜샘도서관",실내,경기도,수원시,교육시설,SKT,T Free WiFi Zone_5g/2g,2013-03,경기도 수원시 권선구 동탄원천로 818(권선동),경기도 수원시 권선구 권선동 1310,경기도 수원시청,031-228-2299,37.2480077,127.0400804,2018-02-28
"슬기샘도서관",실내,경기도,수원시,교육시설,KT,T Free WiFi Zone_ssid2g,2013-03,경기도 수원시 장안구 송정로 9(송죽동),경기도 수원시 장안구 송죽동 417-23,경기도 수원시청,031-228-2299,37.2975754,126.9991112,2018-02-28
"바른샘도서관",실내,경기도,수원시,교육시설,SKT,"office,bkid1,2,3",2016-03,경기도 수원시 영통구 매봉로 10(매탄동),경기도 수원시 영통구 매탄동 1213,경기도 수원시청,031-228-2299,37.2688567,127.0523669,2018-02-28
"창룡도서관",실내,경기도,수원시,교육시설,SKT,T Free WiFi Zone,2016-03,경기도 수원시 팔달구 월드컵로 381번길 36(우만동),경기도 수원시 팔달구 우만동 582,경기도 수원시청,031-228-2299,37.2907423,127.0275488,2018-02-28
"버드내도서관",실내,경기도,수원시,교육시설,SKT,T Free WiFi Zone,2016-03,경기도 수원시 권선구 세권로 102번길 20(세류동),경기도 수원시 권선구 세류동 503-2,경기도 수원시청,031-228-2299,37.2571141,127.0151683,2018-02-28
"한림도서관",실내,경기도,수원시,교육시설,SKT,T Free WiFi Zone,2016-03,경기도 수원시 권선구 동수원로 25번길 32-52(권선동),경기도 수원시 권선구 권선동 1355-4,경기도 수원시청,031-228-2299,37.2375994,127.0250231,2018-02-28
"대추골도서관",실내,경기도,수원시,교육시설,SKT,T Free WiFi Zone,2016-03,경기도 수원시 장안구 수일로 164(조원동),경기도 수원시 장안구 조원동 198-14,경기도 수원시청,031-228-2299,37.3066107,127.0080945,2018-02-28
"광교홍재도서관",실내,경기도,수원시,교육시설,SKT,T Free WiFi Zone,2016-03,경기도 수원시 영통구 대학로 88(이의동),경기도 수원시 영통구 이의동 1209,경기도 수원시청,031-228-2299,37.302936,127.0474411,2018-02-28
"인도래작은도서관",실내,경기도,수원시,교육시설,SKT,T Free WiFi Zone,2016-03,경기도 수원시 팔달구 장다리로 258(인계동),경기도 수원시 팔달구 인계동 961-16,경기도 수원시청,031-228-2299,37.2724945,127.0273979,2018-02-28
